322.99634,23.29575481,-83.52558422
322.7031244,23.02464257,-82.77673903
322.414603,22.85398359,-82.03767317
322.3324956,22.67748388,-81.59075388
322.0488521,22.6071765,-80.86216233
321.9670897,22.43110528,-80.41664841
321.6843107,22.36114531,-79.69042091
321.3979503,22.19184384,-78.95750296
321.3167899,22.01647454,-78.51429166
321.0354043,21.94709032,-77.7918214
320.7503911,21.7786281,-77.06267918
320.46593,21.61049868,-76.33499546
320.3856225,21.43609894,-75.89496376
320.1061469,21.36751292,-75.17761013
319.8230188,21.20021383,-74.45366197
319.74754,21.12528506,-74.02389369
319.4651905,20.95848217,-73.30221578
319.1833852,20.79200708,-72.58197446
319.1085276,20.71750254,-72.15440571
318.8274949,20.55151986,-71.436417
318.7486927,20.37890959,-71.00224317
318.4684502,20.21351919,-70.28655492
318.1930333,20.14661018,-69.58013546
318.1148086,19.97467776,-69.14817868
317.8358671,19.81009708,-68.43613425
317.5617793,19.74373749,-67.73329369
317.4841273,19.57247825,-67.3035374
317.2108484,19.50644542,-66.60290435
317.1335193,19.33559255,-66.17447412
316.8566229,19.17229566,-65.46824285
316.5802543,19.00931615,-64.76340307
316.3087899,18.94404143,-64.06762364
316.2322694,18.77411472,-63.64221938
315.9571728,18.61192679,-62.940941
315.687003,18.54718762,-62.24864451
315.6110412,18.37792034,-61.82539213
315.3416576,18.31349965,-61.13523956
315.0683206,18.15230994,-60.43880341
314.9929131,17.98369759,-60.01768705
314.7203324,17.82307511,-59.32345109
314.6452507,17.6549156,-58.90365876
314.3778601,17.59143172,-58.21903089
314.1065233,17.43158322,-57.52827649
314.0364687,17.36049418,-57.11799094
313.9620067,17.19312021,-56.7007556
313.6916308,17.033987,-56.01294153
313.6219971,16.96327569,-55.60434607
313.5479282,16.79648615,-55.18886062
313.4739448,16.62989037,-54.77385446
313.2047579,16.47171867,-54.08978132
313.1356122,16.40151903,-53.68330221
313.0620188,16.23550319,-53.27003237
312.7937799,16.07803603,-52.58885755
312.7205032,15.91246141,-52.17687604
312.4529977,15.7555429,-51.49783103
312.3800362,15.59040753,-51.08713163
