262.2328975,-51.55315402,91.66159233
262.4029647,-51.69549118,91.24450402
262.5388861,-51.79709541,91.08528324
262.6801695,-51.96619043,90.91949699
262.8560337,-52.17650088,90.49498049
262.9975196,-52.3458817,90.32888669
263.1390672,-52.51535921,90.16272432
263.2806765,-52.68493348,89.99649332
263.3141524,-52.86878847,89.74127028
263.4558986,-53.03859421,89.57480778
263.4545775,-53.1810545,89.57900614
263.4532535,-53.32351367,89.58320941
263.5950521,-53.49349924,89.41669547
263.5937205,-53.63599867,89.42091238
263.7706365,-53.84813829,88.99418747
263.7692971,-53.99074373,88.99841949
263.7679549,-54.13334802,89.00265643
263.9099433,-54.30374613,88.83585853
263.9085934,-54.44639075,88.8401091
263.9072406,-54.58903421,88.84436457
264.0140613,-54.71714605,88.93800438
263.9843901,-54.74241843,89.19119938
263.9547407,-54.76765475,89.44427738
264.068262,-54.82074104,89.5267182
264.0385773,-54.8458934,89.77972876
264.1519744,-54.89888575,89.86235117
264.1222536,-54.92395404,90.11529504
264.0925535,-54.94898599,90.36812392
264.2057686,-55.00183646,90.45097651
264.1760313,-55.02678411,90.7037401
264.1463139,-55.05169527,90.95638996
264.2593461,-55.1044037,91.03947247
264.2295903,-55.12923034,91.29205838
264.3424969,-55.1818446,91.37532126
264.3127021,-55.20658659,91.62784387
264.282926,-55.23129186,91.88025459
264.3956481,-55.28376386,91.96374662
264.3658319,-55.30838427,92.21609531
264.3360338,-55.33296781,92.46833326
264.4485705,-55.38529742,92.55205407
264.4187312,-55.40979591,92.80423119
264.3889092,-55.43425739,93.05629868
264.5012596,-55.48644446,93.14024784
264.4713954,-55.5108207,93.39225565
264.583618,-55.56291333,93.4763833
264.553711,-55.58720421,93.72833195
264.5238203,-55.61145787,93.98017263
264.6358551,-55.66340779,94.06452765
264.6059205,-55.68757591,94.31631024
264.5696787,-55.78632498,94.57547098
264.6752049,-55.91274468,94.66745062
264.6389405,-56.01132338,94.92633149
264.6378498,-56.15251765,94.92990382
264.7432536,-56.27878306,95.02187763
264.7069642,-56.3771263,95.2804826
264.8122504,-56.50326147,95.37244301
264.7759385,-56.60143498,95.630769
264.7396556,-56.69951712,95.88887019
264.8447728,-56.82544406,95.98076347
264.8436573,-56.96636944,95.98437433
264.8073494,-57.06421711,96.2422009
264.9123445,-57.18999011,96.33408841
264.8760143,-57.28766886,96.59163727
264.839713,-57.38525679,96.84896241
264.9445395,-57.51082209,96.94078301
264.9082159,-57.60824155,97.19783126
264.9070774,-57.74885754,97.20147669
265.0117819,-57.87426917,97.29329159
264.9754334,-57.9714555,97.55006693
264.9391138,-58.06855155,97.80661961
265.04365,-58.19375601,97.89836783
265.0073082,-58.2906844,98.15464487
264.9709953,-58.38752282,98.41069993
265.1105637,-58.55610776,98.25006396
265.074197,-58.652804,98.50606935
265.0378592,-58.7494105,98.76185314
265.1421056,-58.87425493,98.85352925
265.1057456,-58.97069456,99.10903864
265.0694144,-59.06704475,99.36432709
265.1734932,-59.19168288,99.45593692
265.1723062,-59.33172344,99.45965577
265.1359502,-59.42784269,99.71467419
265.2399075,-59.55232788,99.80627846
265.2035294,-59.64828106,100.0610237
265.16718,-59.74414533,100.3155491
265.2709699,-59.86842475,100.4070872
